year,genre,title,movieRating,duration,avg_vote
2005,Drama,Sinema bir mucizedir,okay,103,5.4
2005,"Action, Comedy, Sci-Fi",Cheon gun,okay,106,6.0
2005,"Drama, Romance",Comme un frère,okay,54,5.6
2005,Drama,Keller - Teenage Wasteland,okay,92,5.4
2005,Drama,Krisana,good,90,6.8
2005,"Comedy, Musical, Romance",Neal 'N' Nikki,,122,3.2
2005,"Comedy, Drama",Organize Isler,good,106,7.4
2005,Drama,Un couple parfait,good,104,6.7
2005,Drama,Ungu Violet,good,115,6.3
2005,Drama,Yek teke nan,good,100,7.0
2005,Horror,Yeogo goedam 4: Moksori,good,104,6.4
2005,Drama,Love + Hate,good,86,6.9
2005,Comedy,Dva igraca s klupe,good,112,7.2
2005,"Action, Drama, Horror",Kamen Raidâ: The First,good,91,6.3
2005,Comedy,Lopovi prve klase,okay,91,5.7
2005,"Action, Comedy, Drama",Lung gam wai yi dzi wang mo leung leung,okay,101,5.2
2005,Comedy,Mama Jack,okay,100,4.4
2005,"Drama, Thriller",Shinku,good,117,6.7
2005,Drama,Sto je Iva snimila 21. listopada 2003.,good,92,6.9
2005,"Comedy, Drama, Romance",Sto je muskarac bez brkova?,good,109,6.9
2005,Drama,Les états nordiques,good,91,6.6
2005,"Crime, Drama, Romance",American Visa,good,100,6.1
2005,"Action, Thriller",Athadu,good,172,8.3
2005,"Drama, Music, Romance",Nana,good,113,7.1
2005,Drama,Septyni nematomi zmones,good,119,6.8
2005,"Drama, Music, Romance",Tyttö sinä olet tähti,good,102,6.5
2005,Drama,Gisela,good,87,6.1
2005,Drama,Jazireh ahani,good,90,7.2
2005,"Mystery, Sci-Fi, Thriller",11:59,okay,102,5.7
2005,Horror,Infection,okay,81,4.2
2005,Fantasy,To oneiro tou skylou,good,90,6.2
2005,"Action, Comedy, Crime",Piano 17,good,105,6.5
2005,"Drama, Music",Espelho Mágico,good,137,6.8
2005,Drama,Fyra veckor i juni,okay,100,5.4
2005,Drama,Koti-ikävä,okay,85,6.0
2005,Drama,Scrap Heaven,good,117,6.9
2005,Horror,The Torturer,,100,3.9
2005,"Comedy, Drama, Romance",Elsk meg i morgen,good,90,6.2
2005,Drama,O Fatalista,okay,99,5.4
2005,"Drama, Musical",Johanna,okay,86,5.6
2005,Drama,Kukumi,good,107,6.7
2005,Drama,Persona non grata,good,110,6.6
2005,"Comedy, Drama","Snivaj, zlato moje",good,110,6.3
2005,"Drama, Horror, Mystery",Happy End.,okay,102,5.9
2005,Western,Hell to Pay,okay,100,4.6
2005,"Action, Horror, Sci-Fi",Dead Men Walking,okay,82,4.1
2005,Horror,Shapeshifter,bad,81,2.6
2005,"Animation, Action, Drama",Ark,good,84,6.1
2005,"Drama, Romance, War",...Yahaan,good,142,7.4
2005,"Mystery, Thriller",Anukokunda Oka Roju,good,145,8.0
2005,"Drama, Horror, Mystery",Saints-Martyrs-des-Damnés,good,115,6.2
2005,Comedy,Veninder,,85,3.2
2005,"Comedy, Drama, Fantasy",Angel-A,good,91,7.1
2005,Drama,En la cama,good,85,6.2
2005,Drama,I giorni dell'abbandono,okay,96,5.9
2005,"Drama, Horror, Mystery",The Maid,okay,93,5.9
2005,"Comedy, Drama",La seconda notte di nozze,good,103,6.7
2005,Horror,Tomie: Beginning,okay,74,4.9
2005,Horror,Tomie: Revenge,okay,72,4.2
2005,"Comedy, Romance",Yam yasothon,good,93,6.8
2005,"Crime, Drama, Horror",13 Tzameti,good,93,7.4
2005,"Drama, Romance",Chang hen ge,okay,115,5.5
2005,"Drama, Fantasy, Romance",Fetching Cody,good,86,6.7
2005,"Comedy, Horror",Night of the Day of the Dawn of the Son of the Brid,okay,80,4.2
2005,"Comedy, Drama, Mystery",Baksu-chiltae deonara,good,115,6.3
2005,"Horror, Mystery",Chello hongmijoo ilga salinsagan,okay,94,6.0
2005,"Comedy, Romance",Qian bei bu zui,okay,110,5.9
2005,Comedy,Desde que amanece apetece,okay,115,4.0
2005,"Crime, Thriller",Yu-wol-ui il-gi,good,105,6.4
2005,"Drama, Horror",Gabal,okay,106,5.5
2005,"Action, Comedy, Mystery",Hyeongsa,okay,108,5.9
2005,Drama,Shikhar,okay,162,4.9
2005,"Drama, Family",June R,okay,99,5.0
2005,Romance,Kono mune ippai no ai wo,good,132,6.3
2005,"Comedy, Drama, Family",Vaah! Life Ho Toh Aisi!,okay,153,4.4
2005,"Comedy, Drama, Romance",Saedeu mubi,good,108,7.3
2005,"Action, Drama, Fantasy",Shinobi,good,107,6.9
2005,"Action, Comedy",Super,okay,151,5.0
2005,Action,Tae-poong,okay,124,5.8
2005,"Action, Drama",Thirupaachi,okay,178,5.8
2005,"Drama, Romance",Tokyo Tower,good,125,6.2
2005,"Comedy, Drama, War",Welkkeom tu Dongmakgol,good,133,7.7
2005,Family,Inu no eiga,good,96,6.9
2005,"Comedy, Drama",Odgrobadogroba,good,103,6.9
2005,Comedy,Aupa Etxebeste!,good,97,6.2
2005,"Comedy, Crime, Drama",Bluffmaster!,good,137,6.6
2005,"Comedy, Family, Romance",Meet Me in Miami,good,94,6.9
2005,"Drama, Family",Babam ve Oglum,good,108,8.3
2005,"Comedy, Crime",Czas surferów,okay,90,6.0
2005,"Action, Comedy, Romance",Maja,okay,139,5.2
2005,"Comedy, Drama, Family",Ramji Londonwaley,good,154,6.7
2005,"Biography, Drama, Music",Skazany na bluesa,good,101,7.0
2005,Drama,Urlaub vom Leben,good,83,7.1
2005,Drama,Diário de Um Novo Mundo,good,94,6.2
2005,"Drama, Romance, Thriller",Aashiq Banaya Aapne: Love Takes Over,okay,115,4.2
2005,Romance,Allari Bullodu,bad,175,2.9
2005,"Drama, Fantasy",À travers la forêt,good,65,6.6
2005,"Comedy, Drama",The Cabin Movie,okay,90,4.7
2005,"Horror, Thriller",Fu-Rai,okay,75,5.1
2005,"Comedy, Drama",El-sefara fi El-Omara,good,107,6.3
2005,"Drama, Romance",Café Transit,good,107,7.3
2005,Drama,Dame sobh,good,82,7.0
2005,Drama,Hong yan,good,93,6.9
2005,"Action, Crime, Drama",Sehar,good,125,7.8
2005,Drama,Sommer vorm Balkon,good,107,6.9
2005,Drama,Sud express,good,102,6.8
2005,"Comedy, Drama, Sci-Fi",Tung mung kei yun,good,92,6.7
2005,"Comedy, Drama",Viva Cuba,good,80,6.9
2005,Drama,Kinetta,okay,95,4.8
2005,Drama,Masahista,okay,76,6.0
2005,"Action, Crime, Thriller",Saat po long,good,93,7.0
2005,Drama,Sa-kwa,good,118,6.4
2005,"Comedy, Drama, Fantasy",Takeshis',good,108,6.4
2005,Drama,Jestem,good,93,7.3
2005,"Action, Adventure, Fantasy",King of the Lost World,bad,80,2.4
2005,"Drama, Romance",A New Day in Old Sana'a,good,83,6.2
2005,"Drama, Romance",Sex o phalsapheh,okay,105,5.3
2005,Comedy,Shades of Gray,okay,76,6.0
2005,Horror,Snakewoman,,98,3.2
2005,Thriller,Hidden,okay,93,4.1
2005,Drama,Crime Delicado,good,87,6.1
2005,"Music, Romance",Maroa,good,102,6.5
2005,"Drama, Romance",Itsuka dokusho suruhi,good,127,6.9
2005,"Action, Crime",Tse bing,okay,95,5.3
2005,"Drama, Horror, Thriller",Bad Reputation,okay,90,4.2
2005,"Fantasy, Horror, Mystery",The Call of Cthulhu,good,47,7.2
2005,Drama,Karov La Bayit,good,98,6.9
2005,"Biography, Drama, Family",The Goal,okay,100,4.7
2005,"Crime, Drama",Rastegari dar 8:20,okay,107,4.9
2005,Drama,El taxista ful,good,90,6.8
2005,Thriller,Masz na imie Justine,good,97,6.4
2005,"Biography, Drama, Romance","Pare osób, maly czas",good,104,6.7
2005,"Crime, Drama",Rozdroze Cafe,good,112,6.3
2005,Comedy,Potera za Srec(k)om,okay,97,5.8
2005,Drama,Ang pagdadalaga ni Maximo Oliveros,good,100,7.1
2005,Drama,"Annyeong, hyeonga",good,95,6.8
2005,"Action, Comedy, Crime",Gamunui wigi: Gamunui yeonggwang 2,okay,115,5.9
2005,Comedy,Mapado,okay,105,6.0
2005,Comedy,Mi-seu-teo joo-boo-kwi-jeu-wang,good,107,6.1
2005,Drama,Naesaengae gajang areumdawun iljuil,good,129,6.8
2005,"Drama, Romance",Neoneun nae unmyeong,good,121,7.0
2005,Horror,Cutting Room!,okay,75,4.3
2005,"Drama, Romance",Dunia,okay,112,5.9
2005,Drama,Komornik,good,100,7.0
2005,"Comedy, Drama, Mystery",Open Cam,okay,100,4.6
2005,Drama,Parnikovyy effekt,good,93,6.5
2005,Drama,La Sagrada Familia,good,99,6.3
2005,"Adventure, Comedy, Family",Mein Name ist Eugen,good,100,6.9
2005,Action,Geochilmaru,okay,86,5.7
2005,"Drama, Romance",Kochankowie z Marony,okay,107,5.7
2005,"Action, Adventure, Drama",Gaseirneba Karabaghshi,good,105,7.9
2005,Drama,Oda do radosci,good,118,6.6
2005,Horror,Die Zombiejäger,bad,85,2.5
2005,Comedy,Natale a Miami,,100,3.9
2005,Drama,Mai + come prima,good,106,6.1
2005,Comedy,Shoshelet Schwartz,good,99,7.0
2005,Horror,The Retreat,bad,90,2.8
2005,"Drama, Romance",Sarangni,okay,115,5.5
2005,"Drama, Music",Yamim Shel Ahava,bad,110,2.7
2005,"Comedy, Fantasy, Horror",Doll Graveyard,okay,71,4.1
2005,Comedy,For Catherine,,107,3.3
2005,"Action, Comedy",Rajamanikyam,good,126,7.7
2005,Drama,Thanmathra,good,160,8.3
2005,"Action, Thriller",The Tiger,good,152,6.6
2005,Drama,Il vento fa il suo giro,good,110,7.4
2005,"Comedy, Drama",Padre Nuestro,good,105,6.3
2005,Drama,"Kheili dour, kheili nazdik",good,121,7.5
2005,"Drama, Romance",Pheuan sanit,good,90,7.9
2005,Horror,Gwai muk,okay,99,5.7
2005,"Drama, Romance",Tsoi suet yuk chi ngo oi nei,okay,102,5.9
2005,Action,Sree,okay,135,5.4
2005,"Drama, Family, Romance",Türev,good,91,6.5
2005,Comedy,L'iceberg,good,84,6.7
2005,Comedy,Döngel kârhanesi,okay,92,5.6
2005,"Comedy, Music",I horodia tou Haritona,good,135,6.7
2005,"Adventure, Family, Romance","Percy, Buffalo Bill och jag",okay,83,5.5
2005,"Action, Comedy",The GoodTimesKid,good,77,6.5
2005,Drama,Zan-e ziadi,okay,103,5.4
2005,Drama,Masterclass,good,70,7.0
2005,"Animation, Action, Adventu",Gekijô-ban hagane no renkinjutsushi: Shanbara wo yu,good,105,7.4
2005,"Comedy, Drama, Romance","Main, Meri Patni... Aur Woh!",good,129,7.3
2005,"Comedy, Romance",Yasuwa minyeo,good,102,6.6
2005,Drama,Apocalipsur,good,101,6.9
2005,"Comedy, Drama",El colombian dream,good,120,6.8
2005,Drama,A Life in Suitcases,good,120,6.1
2005,Horror,Lie Still,okay,80,4.3
2005,Drama,Molly's Way,good,84,6.3
2005,"Comedy, Crime",Maskeli Besler: Intikam Pesinde,okay,89,4.2
2005,Drama,Sen ne dilersen,good,115,6.4
2005,Horror,The Vampire Conspiracy,,90,3.0
2005,"Drama, Romance",Shaere zobale-ha,okay,80,5.6
2005,"Drama, Fantasy, Horror",Anandabhadram,good,130,7.1
2005,Comedy,"Egy szoknya, egy nadrág",,95,3.2
2005,"Action, Drama",O Crime do Padre Amaro,okay,100,5.3
2005,"Horror, Sci-Fi",Day X,,81,3.5
2005,Fantasy,Dreamer,good,98,7.1
2005,Comedy,"Qiuqiu ni, biaoyang wo",good,95,6.5
2005,Romance,"Sonyeon, Cheonguk-e gada",good,110,6.5
2005,Horror,Zu zhou,okay,91,5.0
2005,"Crime, Drama, Mystery",Orora gongju,good,106,6.6
2005,"Drama, Romance",Parang-juuibo,good,95,7.2
2005,Drama,Ein ganz gewöhnlicher Jude,good,89,7.0
2005,Drama,Gerumaniumu no yoru,good,107,6.4
2005,Horror,Umezu Kazuo: Kyôfu gekijô - Mushi-tachi no ie,okay,51,5.4
2005,Horror,Umezu Kazuo: Kyôfu gekijô - Purezento,okay,49,4.9
2005,Horror,Rap nawng sayawng khwan,okay,81,5.3
2005,"Action, Comedy, Fantasy",Seua khaap daap,okay,91,4.5
2005,"Comedy, Romance",Gwangshiki dongsaeng gwangtae,good,104,6.7
2005,"Action, Crime",Miseuteo Sokeurateseu,good,109,6.3
2005,"Action, Adventure, History",Muyeong geom,good,117,6.5
2005,Drama,Garpastum,good,116,6.5
2005,Animation,Hanuman,good,89,7.3
2005,"Comedy, Drama, Romance",Koi Aap Sa: But Lovers Have to Be Friends,okay,142,5.4
2005,"Comedy, Drama",Stockholm Boogie,good,82,6.3
2005,"Drama, Family",Always san-chôme no yûhi,good,133,7.7
2005,"Action, Crime, Drama",Circadian Rhythm,bad,90,1.9
2005,"Action, Adventure, Crime",Dangerous Men,okay,80,4.4
2005,"Crime, Drama",Hak bak jin cheung,good,90,6.5
2005,"Horror, Thriller",Strange Aeons: The Thing on the Doorstep,okay,78,4.9
2005,Comedy,Jeuk sing 2 gi ji mor tin hau,okay,96,5.5
2005,"Drama, Romance, Sport",Tatchi,good,116,6.2
2005,Comedy,Pitbullterje,okay,90,5.7
2005,Horror,Umezu Kazuo: Kyôfu gekijô - Zesshoku,okay,67,5.0
2005,"Comedy, Drama",Ching yi ngor sum gi,good,95,6.1
2005,Drama,Shissô,good,124,7.0
2005,"Comedy, Crime, Mystery",Yôgisha: Muroi Shinji,okay,117,4.7
2005,Drama,Hayat,good,80,7.1
2005,"Horror, Mystery",Haze,good,49,6.6
2005,Horror,In Memorium,okay,73,4.7
2005,Drama,Om Sara,okay,108,6.0
2005,Drama,Piteopaeneui gongshik,good,109,6.6
2005,"Drama, Romance",Aein,okay,98,5.9
2005,"Comedy, Romance",Jakeob-ui jeongseok,okay,100,6.0
2005,"Comedy, Drama",Naui gyeolhon wonjeonggi,good,120,6.5
2005,"Drama, Horror, Mystery",Kimyô na sâkasu,good,108,7.0
2005,"Drama, History",Wang-ui namja,good,119,7.4
2005,Drama,A Concepção,okay,96,5.5
2005,Drama,Eu Me Lembro,good,108,6.1
2005,"Comedy, Family, Fantasy",Andel páne,good,90,6.9
2005,Comedy,Ti amo in tutte le lingue del mondo,okay,99,5.8
2005,"Horror, Thriller",Andrea,okay,110,4.4
2005,"Comedy, Drama",Sinus,okay,114,5.3
2005,Drama,Liebeskind,okay,85,5.7
2005,"Animation, Comedy, Family",Pettson & Findus - Tomtemaskinen,good,79,6.3
2005,Horror,Purei,okay,77,5.2
2005,"Comedy, Thriller",Hababam Sinifi Üç Buçuk,bad,98,2.8
2005,Drama,Agrypnia,good,102,6.3
2005,Drama,Ichi ritoru no namida,good,98,7.9
2005,"Drama, Sci-Fi",The Zero Years,good,123,6.4
2005,"Comedy, Drama, Romance",Rainbow boy... Rung tua thii paet khawng khwaam rak,okay,100,5.5
2005,"Action, Crime, Drama",Sum muepuen,okay,95,5.2
2005,Drama,Yuki ni negau koto,good,112,6.8
2005,Drama,Mun mot mun,good,94,6.1
2005,"Animation, Family, Sci-Fi",Xuxinha e Guto Contra os Monstros do Espaço,bad,85,1.6
2005,"Musical, War",Bosta,good,142,6.5
2005,Drama,Guerilla Marketing,good,90,7.1
2005,Action,Sandai Kozhi,good,151,6.9
2005,Drama,4:30,good,93,6.6
2005,"Comedy, Drama, Romance","Mi abuelo, mi papá y yo",good,95,6.1
2005,"Drama, Horror, Mystery",Ido,okay,104,4.6
2005,"Animation, Adventure, Dram",Arashi no yoru ni,good,110,7.0
2005,"Comedy, Sci-Fi",Samâ taimu mashin burûsu,good,107,7.2
2005,"Drama, Romance",Gol-e yakh,okay,94,4.0
2005,"Action, Crime, Drama",Kalyug,good,126,6.5
2005,Drama,Yongseobadji mothan ja,good,121,6.8
2005,Drama,Barrio Cuba,good,105,6.2
2005,"Fantasy, Horror, Mystery",Long khong,okay,100,5.9
2005,Drama,Ninas resa,good,120,6.7
2005,Comedy,Loufa kai parallagi: Seirines sto Aigaio,okay,115,5.5
2005,"Drama, Mystery, Thriller",Yamim Kfuim,good,90,6.9
2005,Horror,Mexican Werewolf in Texas,bad,88,2.9
2005,Drama,Wo men lia,good,88,7.3
2005,"Drama, Mystery, Sci-Fi",Nuit noire,good,90,6.6
2005,"Horror, Thriller",Bûsu,good,73,6.6
2005,"Comedy, Romance",Harim Karim,okay,117,4.3
2005,Thriller,Posledniy uik-end,good,91,6.4
2005,"Action, Adventure, Drama",Tainos,okay,117,5.4
2005,"Drama, Fantasy, Romance",Ren yu duo duo,okay,94,5.8
2005,Drama,Thavamai Thavamiruntu,good,180,7.8
2005,"Adventure, Comedy, Drama",?,okay,112,5.3
2005,"Drama, Romance",Innocent,okay,80,5.6
2005,Drama,Ne khlebom edinym,good,112,6.6
2005,Comedy,Ssunday Seoul,okay,95,5.7
2005,Drama,Amnesia: The James Brighton Enigma,good,90,6.2
2005,"Comedy, Musical",Maxx,good,110,6.1
2005,"Drama, Romance",Su-ki-da,good,104,7.0
2005,Drama,Un día sin sexo,okay,86,4.9
2005,"History, War",Vilniaus getas,good,110,6.8
2005,Horror,Hu gu po,bad,95,1.4
2005,"Animation, Adventure, Come",Gekijô-ban Naruto: Daigekitotsu! Maboroshi no chite,good,97,6.6
2005,"Drama, Thriller",Zulo,okay,82,4.7
2005,Drama,Grodmin,bad,90,2.1
2005,"Crime, Drama",Hazard,good,103,6.9
2005,Action,Bhadra,good,153,6.7
2005,Drama,Sangue: La morte non esiste,good,104,6.8
2005,"Animation, Adventure, Dram",Air,good,91,6.9
2005,Horror,Kaidan Shin Mimibukuro: Yûrei manshon,good,93,6.2
2005,"Comedy, Romance",Kanda Naal Mudhal,good,129,7.2
2005,Comedy,Tapete Vermelho,good,100,7.0
2005,"Action, Comedy, Horror",To kako,okay,83,5.5
2005,Comedy,Dondurmam Gaymak,good,100,6.6
2005,"Drama, Horror, Mystery",Resurrection Mary,,98,3.4
2005,"Comedy, Drama, Romance",Ithikon akmaiotaton,,93,3.6
2005,"Action, Horror, Sci-Fi",Meatball Machine,okay,90,5.7
2005,"Comedy, Drama",L'educazione sentimentale di Eugénie,okay,83,4.2
2005,"Action, Fantasy, Sci-Fi",Saishû heiki kanojo,okay,120,4.7
2005,"Comedy, Romance",Zaky Chan,good,114,6.5
2005,"Fantasy, Romance",Tenshi,good,117,6.2
2005,"Comedy, Crime, Drama",Koara kachô,okay,85,5.9
2005,Drama,Uttarayan,good,91,7.1
2005,"Drama, Thriller",Dombivli Fast,good,108,8.1
2005,"Comedy, Drama",Quarta B,good,93,6.1
2005,"Comedy, Drama",I gynaika einai... skliros anthropos,okay,100,4.9
2005,Comedy,Midioda matarebeli,good,77,6.3
2005,"Action, Drama",Chatrapathi,good,158,7.6
2005,"Comedy, Family, Fantasy",The Lost Princess,bad,75,2.2
2005,"History, War",Tai Hang shan shang,okay,117,5.3
2005,"Comedy, Drama",I kardia tou ktinous,good,82,6.3
2005,Comedy,Rama Shama Bhama,good,180,7.7
2005,"Animation, Action, Adventu",Gekijouban Poketto monsutâ Adobansu jenerêshon: Myu,good,103,6.9
2005,"Drama, Romance",Mahiha ashegh mishavand,good,96,6.9
2005,Comedy,Sex mashin: Hiwai na kisetsu,okay,64,5.4
2005,Drama,Enjo-kôsai monogatari: shitagaru onna-tachi,okay,65,5.3
2005,"Action, Drama",Athanokkade,good,147,6.7
2005,"Animation, Family","Loranga, Masarin & Dartanjang",good,52,6.7
2005,Action,Political Rowdy,okay,155,5.2
2005,Action,Veerabhadra,bad,169,2.6
2005,"Horror, Mystery, Thriller",Noroi,good,115,7.0
2005,"Action, Drama",Andhrudu,good,155,6.5
2005,"Action, Drama",Sukran,,165,3.2
2005,"Action, Drama, Romance",Allari Pidugu,bad,171,2.7
2005,Romance,Vennela,good,133,7.0
2005,Drama,Don de Dios,okay,90,4.2
2005,Comedy,Kay Dyache Bola,good,103,7.1
2005,Comedy,Tsiou...,good,83,6.9
2005,Comedy,Koi wa go-shichi-go!,bad,105,1.9
2005,Horror,Zoo,good,120,6.9
2005,"Animation, Action, Adventu",One piece: Omatsuri danshaku to himitsu no shima,good,88,7.2
2005,"Crime, Drama, Thriller",Aksharaya,okay,136,5.4
2005,"Drama, Romance",Tan Lines,okay,96,5.3
2005,Comedy,Catatan Akhir Sekolah,good,109,7.3
2005,"Adventure, Comedy, Drama",Pak Pak Pakaak,good,138,7.3
2005,"Action, Comedy, Fantasy",Nochnoy bazar,okay,116,4.3
2005,"Drama, Horror, Thriller",Kannô byôtô: nureta akai kuchibiru,okay,63,4.8
2005,Drama,Aqvariom,,90,3.5
2005,"Animation, Action, Adventu",Meitantei Conan: Suiheisenjyou no sutorateeji,good,108,7.1
2005,"Action, Adventure, Comedy",Yi shi er niao,,93,3.5
2005,Drama,Galazio forema,okay,108,5.3
2005,"Comedy, Drama",Nama-natsu,okay,57,5.3
2005,"Animation, Action, Sci-Fi",Dejitaru monsuta no X-shinka,good,80,6.7
2005,"Crime, Drama, Horror",Cheap,good,117,6.7
2005,"Action, Adventure, Crime",Double Down,okay,93,4.6
2005,Thriller,Danger,good,125,6.4
2005,Action,Meesrti,,90,3.6
2005,"Comedy, Drama, Family",Haajar Bachhar Dhorey,good,137,8.0
2005,"Comedy, Drama, Family",Molla Barir Bou,good,156,6.9
2005,"Drama, Romance",El-Haya Montaha El-lazza,okay,145,4.5
2005,"Comedy, Family, Musical",Al Abaa' al Sighar,okay,90,5.9
2005,"Action, Comedy, Fantasy",Sharlatan,bad,81,2.5
2005,Musical,Paskutiniai Bremeno muzikantai,good,90,8.0
2005,Comedy,Malesh Ehna Benetbahdel,okay,90,5.7
2005,Comedy,The Angrez,good,110,7.3
2005,"Horror, Mystery",A Film by Aravind,good,150,7.0
2005,Comedy,Laylat Seqout Baghdad,okay,109,5.3
2005,Animation,Hot Wheels Acceleracers the Ultimate Race,good,60,7.0
2005,Family,Eial Habeba,okay,130,4.6
2005,"Drama, Mystery",Neghab,good,90,6.1
